Date,Close,High,Low,Open,Volume
2011-12-12,8.124078750610352,8.143681727947774,8.098874720546915,8.126879276973359,34153772
2011-12-13,8.132476806640625,8.191286420379688,8.107272787495786,8.138077856940216,29004074
2011-12-14,8.068071365356445,8.174487844591418,8.059669785204848,8.124079778089271,30023156
2011-12-15,8.06246280670166,8.126872739627885,8.04005932102284,8.11847116729718,34224076
2011-12-16,8.07927131652832,8.07927131652832,7.984056961232661,7.995258358889496,59486393
2011-12-19,8.048463821411133,8.138077796728272,8.023259802452774,8.115674302898988,25176390
2011-12-20,8.154881477355957,8.166083579571563,8.0568659117831,8.076468883456988,44495933
2011-12-21,8.205290794372559,8.205290794372559,8.129678714310998,8.16328431896176,36556037
2011-12-22,8.306107521057129,8.35091452580001,8.205291406783855,8.24449735913298,40174132
2011-12-23,8.364912986755371,8.395718054965062,8.322906525598796,8.322906525598796,24006106
2011-12-27,8.412524223327637,8.446129124252929,8.356515112180677,8.37891861519874,21796085
2011-12-28,8.387316703796387,8.446125609545149,8.37611460334711,8.415321247716264,22120995
2011-12-29,8.448927879333496,8.454528930714734,8.387318435750265,8.415322985452992,23497690
2011-12-30,8.468531608581543,8.485334764226524,8.423724607935304,8.429325659816962,20770647
2012-01-03,8.507740020751953,8.552547030647439,8.48533651580421,8.530143525699696,43699017
2012-01-04,8.521742820739746,8.591753869287219,8.499339313492705,8.563750015631221,49271204
2012-01-05,8.513340950012207,8.541345507590636,8.451730781898931,8.538544981112427,45621068
2012-01-06,8.47409725189209,8.591158538982418,8.451256042728623,8.58544805643642,60348979
2012-01-09,8.468388557434082,8.522635985394986,8.422706133350893,8.511215739884495,35470092
2012-01-10,8.49693775177002,8.542620166283593,8.491227990721171,8.508358715908644,38481001
2012-01-11,8.562604904174805,8.57402586667506,8.488371532004594,8.488371532004594,31379594
2012-01-12,8.599721908569336,8.636838592916328,8.568314984184733,8.588300946603907,35100696
2012-01-13,8.585447311401367,8.59401303447704,8.511213928827383,8.57973755037138,29256163
2012-01-17,8.6368408203125,8.699654685281075,8.613999611511339,8.651117026451045,31114265
2012-01-18,8.659683227539062,8.665393710784763,8.608290320368988,8.656828706936825,29147860
2012-01-19,8.685379028320312,8.693944752545052,8.651117573462471,8.656828056278965,33793776
2012-01-20,8.711074829101562,8.713930070296472,8.665392412024026,8.685378379367885,35013312
2012-01-23,8.679669380187988,8.725351801277043,8.639696720969638,8.71107559404886,25402661
2012-01-24,8.591157913208008,8.62256484390281,8.542620257143529,8.62256484390281,32227616
2012-01-25,8.625420570373535,8.633985573030143,8.482662835211265,8.582592673008445,37253123
2012-01-26,8.408430099487305,8.559753583037573,8.388444128664192,8.536912370522497,74148237
2012-01-27,8.325626373291016,8.431266652407713,8.322771133177019,8.419846412971959,48138654
2012-01-30,8.377019882202148,8.388440122495268,8.285654354755758,8.314206037018987,38969822
2012-01-31,8.397011756896973,8.434128465263623,8.345618836834849,8.434128465263623,38887469
2012-02-01,8.451253890991211,8.54547394492911,8.445544130919474,8.539763463837033,40535319
2012-02-02,8.50550365447998,8.53976510557841,8.485517687835818,8.528344862219091,34024284
2012-02-03,8.55118465423584,8.58544609966199,8.525488209656048,8.556895135480318,34813786
2012-02-06,8.556894302368164,8.559749542712412,8.476949735790072,8.516921658568974,31203105
2012-02-07,8.576882362365723,8.60828857179641,8.508358740398133,8.52263422459204,32015114
